"time","theta","y","x"
0.762,1.33681469282036,1.137591593949622,1.470600009379679
0.764,1.356814692820359,1.166774122641472,1.477555584061138
0.766,1.376814692820359,1.196089917241846,1.483926156009453
0.768,1.396814692820358,1.225527251823777,1.489709177080786
0.77,1.416814692820358,1.255074351845923,1.494902334143813
0.772,1.436814692820358,1.284719398862233,1.49950355000495
0.774,1.456814692820357,1.314450535249161,1.503510984239203
0.776,1.476814692820357,1.344255868948564,1.506923033926308
0.778,1.496814692820356,1.374123478224359,1.509738334291885
0.78,1.516814692820356,1.404041416431067,1.511955759253323
0.782,1.536814692820355,1.433997716792305,1.513574421870205
0.784,1.556814692820355,1.463980397187341,1.514593674699064
0.786,1.576814692820355,1.49397746494378,1.515013110052359
0.788,1.596814692820354,1.523976921634475,1.514832560161541
0.79,1.616814692820354,1.553966767876739,1.51405209724416
0.792,1.636814692820353,1.583935008131932,1.512672033474975
0.794,1.656814692820353,1.613869655503524,1.510692920861095
0.796,1.676814692820352,1.64375873653169,1.508115551021177
0.798,1.696814692820352,1.673590295982535,1.504940954868792
0.8,1.716814692820352,1.703352401630026,1.501170402200074
0.802,1.736814692820351,1.733033149028728,1.496805401185818
0.804,1.756814692820351,1.762620666275419,1.491847697768229
0.806,1.77681469282035,1.792103118757695,1.486299274962573
0.8080000000000001,1.79681469282035,1.821468713887658,1.480162352063994
0.8100000000000001,1.816814692820349,1.850705705818791,1.473439383759827
0.8120000000000001,1.836814692820349,1.879802400144144,1.466133059147755
0.8140000000000001,1.856814692820349,1.908747158573937,1.458246300660206
0.8160000000000001,1.876814692820348,1.937528403590724,1.449782262895422
0.8180000000000001,1.896814692820348,1.966134623080242,1.440744331355654
0.8200000000000001,1.916814692820347,1.994554374936106,1.431136121093014
0.8220000000000001,1.936814692820347,2.0227762916365,1.420961475263501
0.8240000000000001,1.956814692820346,2.05078908479103,1.410224463589786
0.8260000000000001,1.976814692820346,2.078581549655934,1.398929380733379
0.8280000000000001,1.996814692820346,2.106142569615826,1.387080744576825
0.8300000000000001,2.016814692820345,2.133461120630199,1.374683294416606
0.8320000000000001,2.036814692820345,2.160526275642888,1.361741989067489
0.834,2.056814692820344,2.187327208952754,1.348262004879066
0.836,2.076814692820344,2.213853200543813,1.334248733665281
0.838,2.096814692820343,2.240093640373102,1.319707780547778
